Tri ;Année ;Périmètre juridique ;Legal perimeter ;Périmètre spatial             ;country                    ;Filière        ;Sector                   ;Type d'énergie ;Type of energy ;Production            ;Unité ;Méthode de consolidation ;Consolidation method
263 ; 2020 ;Groupe EDF          ;EDF group       ;Espagne                       ;Spain                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;     0.625433719653   ;GWh   ;Nette                    ;Net
264 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   293.78224712       ;GWh   ;Nette                    ;Net
265 ; 2020 ;Groupe EDF          ;EDF group       ;Grèce                         ;Greece                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;    20.167            ;GWh   ;Nette                    ;Net
266 ; 2020 ;Groupe EDF          ;EDF group       ;Inde                          ;India                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   157.207            ;GWh   ;Nette                    ;Net
267 ; 2020 ;Groupe EDF          ;EDF group       ;Israël                        ;Israel                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   373.695            ;GWh   ;Nette                    ;Net
268 ; 2020 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   104.986866301      ;GWh   ;Nette                    ;Net
269 ; 2020 ;Groupe EDF          ;EDF group       ;Mexique                       ;Mexico                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   261.347            ;GWh   ;Nette                    ;Net
270 ; 2020 ;Groupe EDF          ;EDF group       ;Turquie                       ;Turkey                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;    28.498            ;GWh   ;Nette                    ;Net
271 ; 2020 ;Groupe EDF          ;EDF group       ;États-Unis                    ;United States of America   ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   529.315            ;GWh   ;Nette                    ;Net
272 ; 2020 ;Groupe EDF          ;EDF group       ;Chili                         ;Chile                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   287.399            ;GWh   ;Nette                    ;Net
273 ; 2020 ;Groupe EDF          ;EDF group       ;Émirats arabes unis           ;United Arab Emirates       ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   350.909            ;GWh   ;Nette                    ;Net
274 ; 2020 ;Groupe EDF          ;EDF group       ;Égypte                        ;Egypt                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   148.867            ;GWh   ;Nette                    ;Net
275 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Géothermie     ;Geothermal               ;Électrique     ;Electric       ;     2.4376           ;GWh   ;Nette                    ;Net
276 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Biomasse       ;Biomass                  ;Électrique     ;Electric       ;   886.981992157      ;GWh   ;Nette                    ;Net
277 ; 2020 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Biomasse       ;Biomass                  ;Électrique     ;Electric       ;     8.96440601       ;GWh   ;Nette                    ;Net
278 ; 2020 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Biomasse       ;Biomass                  ;Électrique     ;Electric       ;    27.4805018        ;GWh   ;Nette                    ;Net
279 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Énergie marine ;Marine energy            ;Électrique     ;Electric       ;   539.947            ;GWh   ;Nette                    ;Net
280 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Divers         ;Various                  ;Électrique     ;Electric       ;   237.977012217      ;GWh   ;Nette                    ;Net
281 ; 2020 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Divers         ;Various                  ;Électrique     ;Electric       ;    34.635679         ;GWh   ;Nette                    ;Net
282 ; 2020 ;Groupe EDF          ;EDF group       ;Pologne                       ;Poland                     ;Divers         ;Various                  ;Électrique     ;Electric       ;   102.3455558        ;GWh   ;Nette                    ;Net
283 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Charbon        ;Coal                     ;Chaleur        ;Heat           ;    14.40095424       ;GWh   ;Nette                    ;Net
284 ; 2020 ;Groupe EDF          ;EDF group       ;Pologne                       ;Poland                     ;Charbon        ;Coal                     ;Chaleur        ;Heat           ;   866.107452218      ;GWh   ;Nette                    ;Net
285 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Fioul          ;Fioul                    ;Chaleur        ;Heat           ;   206.146258188      ;GWh   ;Nette                    ;Net
286 ; 2020 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Fioul          ;Fioul                    ;Chaleur        ;Heat           ;     0.185155         ;GWh   ;Nette                    ;Net
287 ; 2020 ;Groupe EDF          ;EDF group       ;Belgique                      ;Belgium                    ;Gaz            ;Gas                      ;Chaleur        ;Heat           ;    42.770216         ;GWh   ;Nette                    ;Net
288 ; 2020 ;Groupe EDF          ;EDF group       ;Espagne                       ;Spain                      ;Gaz            ;Gas                      ;Chaleur        ;Heat           ;   170.693054642      ;GWh   ;Nette                    ;Net
289 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Gaz            ;Gas                      ;Chaleur        ;Heat           ; 12865.8171787        ;GWh   ;Nette                    ;Net
290 ; 2020 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Gaz            ;Gas                      ;Chaleur        ;Heat           ;  2368.34503079       ;GWh   ;Nette                    ;Net
291 ; 2020 ;Groupe EDF          ;EDF group       ;Pologne                       ;Poland                     ;Gaz            ;Gas                      ;Chaleur        ;Heat           ;    33.555013072      ;GWh   ;Nette                    ;Net
292 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Divers         ;Various                  ;Chaleur        ;Heat           ;   672.268023364      ;GWh   ;Nette                    ;Net
293 ; 2020 ;Groupe EDF          ;EDF group       ;Pologne                       ;Poland                     ;Divers         ;Various                  ;Chaleur        ;Heat           ;   135.813463         ;GWh   ;Nette                    ;Net
294 ; 2020 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Divers         ;Various                  ;Chaleur        ;Heat           ;     3.3170086        ;GWh   ;Nette                    ;Net
295 ; 2020 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Autres ENR     ;Other Renewable Energies ;Chaleur        ;Heat           ;  8524.77091302       ;GWh   ;Nette                    ;Net
296 ; 2020 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Autres ENR     ;Other Renewable Energies ;Chaleur        ;Heat           ;    46.3896053318     ;GWh   ;Nette                    ;Net
297 ; 2020 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Autres ENR     ;Other Renewable Energies ;Chaleur        ;Heat           ;     3.3170086        ;GWh   ;Nette                    ;Net
298 ; 2020 ;Groupe EDF          ;EDF group       ;Maroc                         ;Morocco                    ;Autres ENR     ;Other Renewable Energies ;Chaleur        ;Heat           ;     6.714305         ;GWh   ;Nette                    ;Net
299 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Nucléaire      ;Nuclear                  ;Électrique     ;Electric       ;437559.881            ;GWh   ;Intégration Globale      ;Full integration
300 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Charbon        ;Coal                     ;Électrique     ;Electric       ;  3419.601355         ;GWh   ;Intégration Globale      ;Full integration
301 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Fioul          ;Fioul                    ;Électrique     ;Electric       ;  4700.341            ;GWh   ;Intégration Globale      ;Full integration
302 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Gaz            ;Gas                      ;Électrique     ;Electric       ; 49017.5960402        ;GWh   ;Intégration Globale      ;Full integration
303 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Hydraulique    ;Hydraulic                ;Électrique     ;Electric       ; 43707.4373898        ;GWh   ;Intégration Globale      ;Full integration
304 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Éolienne       ;Wind                     ;Électrique     ;Electric       ; 16010.1931933        ;GWh   ;Intégration Globale      ;Full integration
305 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   973.304466156      ;GWh   ;Intégration Globale      ;Full integration
306 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Géothermie     ;Geothermal               ;Électrique     ;Electric       ;     4.19             ;GWh   ;Intégration Globale      ;Full integration
307 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Biomasse       ;Biomass                  ;Électrique     ;Electric       ;  1293.27982409       ;GWh   ;Intégration Globale      ;Full integration
308 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Énergie marine ;Marine energy            ;Électrique     ;Electric       ;   531.652            ;GWh   ;Intégration Globale      ;Full integration
309 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Divers         ;Various                  ;Électrique     ;Electric       ;   396.0715           ;GWh   ;Intégration Globale      ;Full integration
310 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Charbon        ;Coal                     ;Chaleur        ;Heat           ;   990.2814336        ;GWh   ;Intégration Globale      ;Full integration
311 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Fioul          ;Fioul                    ;Chaleur        ;Heat           ;   266.9434758        ;GWh   ;Intégration Globale      ;Full integration
312 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Gaz            ;Gas                      ;Chaleur        ;Heat           ; 17392.2508795        ;GWh   ;Intégration Globale      ;Full integration
313 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Divers         ;Various                  ;Chaleur        ;Heat           ;  3258.20326506       ;GWh   ;Intégration Globale      ;Full integration
314 ; 2019 ;Groupe EDF          ;EDF group       ;Monde                         ;World                      ;Autres ENR     ;Other Renewable Energies ;Chaleur        ;Heat           ;  8517.57675774       ;GWh   ;Intégration Globale      ;Full integration
315 ; 2019 ;Groupe EDF          ;EDF group       ;Belgique                      ;Belgium                    ;Nucléaire      ;Nuclear                  ;Électrique     ;Electric       ;  6152.7385983        ;GWh   ;Nette                    ;Net
316 ; 2019 ;Groupe EDF          ;EDF group       ;République populaire de Chine ;People's Republic of China ;Nucléaire      ;Nuclear                  ;Électrique     ;Electric       ;  4851.0              ;GWh   ;Nette                    ;Net
317 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Nucléaire      ;Nuclear                  ;Électrique     ;Electric       ;368131.21913          ;GWh   ;Nette                    ;Net
318 ; 2019 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Nucléaire      ;Nuclear                  ;Électrique     ;Electric       ; 40825.6704           ;GWh   ;Nette                    ;Net
319 ; 2019 ;Groupe EDF          ;EDF group       ;États-Unis                    ;United States of America   ;Nucléaire      ;Nuclear                  ;Électrique     ;Electric       ; 16864.666392         ;GWh   ;Nette                    ;Net
320 ; 2019 ;Groupe EDF          ;EDF group       ;République populaire de Chine ;People's Republic of China ;Charbon        ;Coal                     ;Électrique     ;Electric       ;  9462.06646          ;GWh   ;Nette                    ;Net
321 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Charbon        ;Coal                     ;Électrique     ;Electric       ;   927.388841333      ;GWh   ;Nette                    ;Net
322 ; 2019 ;Groupe EDF          ;EDF group       ;Pologne                       ;Poland                     ;Charbon        ;Coal                     ;Électrique     ;Electric       ;    22.7432269475     ;GWh   ;Nette                    ;Net
323 ; 2019 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Charbon        ;Coal                     ;Électrique     ;Electric       ;  2570.423            ;GWh   ;Nette                    ;Net
324 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Fioul          ;Fioul                    ;Électrique     ;Electric       ;  4825.69600362       ;GWh   ;Nette                    ;Net
325 ; 2019 ;Groupe EDF          ;EDF group       ;Chili                         ;Chile                      ;Fioul          ;Fioul                    ;Électrique     ;Electric       ;    19.74325          ;GWh   ;Nette                    ;Net
326 ; 2019 ;Groupe EDF          ;EDF group       ;Belgique                      ;Belgium                    ;Gaz            ;Gas                      ;Électrique     ;Electric       ;  2066.4225343        ;GWh   ;Nette                    ;Net
327 ; 2019 ;Groupe EDF          ;EDF group       ;Brésil                        ;Brazil                     ;Gaz            ;Gas                      ;Électrique     ;Electric       ;  6475.17955          ;GWh   ;Nette                    ;Net
328 ; 2019 ;Groupe EDF          ;EDF group       ;Espagne                       ;Spain                      ;Gaz            ;Gas                      ;Électrique     ;Electric       ;    22.3373743988     ;GWh   ;Nette                    ;Net
329 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Gaz            ;Gas                      ;Électrique     ;Electric       ; 11978.1062586        ;GWh   ;Nette                    ;Net
330 ; 2019 ;Groupe EDF          ;EDF group       ;Grèce                         ;Greece                     ;Gaz            ;Gas                      ;Électrique     ;Electric       ;  1423.3547           ;GWh   ;Nette                    ;Net
331 ; 2019 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Gaz            ;Gas                      ;Électrique     ;Electric       ; 16182.2805906        ;GWh   ;Nette                    ;Net
332 ; 2019 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Gaz            ;Gas                      ;Électrique     ;Electric       ;  6202.273            ;GWh   ;Nette                    ;Net
333 ; 2019 ;Groupe EDF          ;EDF group       ;Viêt Nam                      ;Vietnam                    ;Gaz            ;Gas                      ;Électrique     ;Electric       ;  3031.752375         ;GWh   ;Nette                    ;Net
334 ; 2019 ;Groupe EDF          ;EDF group       ;Pays-Bas                      ;Netherlands                ;Gaz            ;Gas                      ;Électrique     ;Electric       ;  2395.4              ;GWh   ;Nette                    ;Net
335 ; 2019 ;Groupe EDF          ;EDF group       ;Chili                         ;Chile                      ;Gaz            ;Gas                      ;Électrique     ;Electric       ;   433.024            ;GWh   ;Nette                    ;Net
336 ; 2019 ;Groupe EDF          ;EDF group       ;Belgique                      ;Belgium                    ;Hydraulique    ;Hydraulic                ;Électrique     ;Electric       ;   137.5708939        ;GWh   ;Nette                    ;Net
337 ; 2019 ;Groupe EDF          ;EDF group       ;Brésil                        ;Brazil                     ;Hydraulique    ;Hydraulic                ;Électrique     ;Electric       ;   144.73477986       ;GWh   ;Nette                    ;Net
338 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Hydraulique    ;Hydraulic                ;Électrique     ;Electric       ; 41336.8801009        ;GWh   ;Nette                    ;Net
339 ; 2019 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Hydraulique    ;Hydraulic                ;Électrique     ;Electric       ;  2844.35637225       ;GWh   ;Nette                    ;Net
340 ; 2019 ;Groupe EDF          ;EDF group       ;Suisse                        ;Switzerland                ;Hydraulique    ;Hydraulic                ;Électrique     ;Electric       ;   273.28878          ;GWh   ;Nette                    ;Net
341 ; 2019 ;Groupe EDF          ;EDF group       ;Laos                          ;Laos                       ;Hydraulique    ;Hydraulic                ;Électrique     ;Electric       ;  2026.4              ;GWh   ;Nette                    ;Net
342 ; 2019 ;Groupe EDF          ;EDF group       ;Afrique du Sud                ;South Africa               ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   336.46             ;GWh   ;Nette                    ;Net
343 ; 2019 ;Groupe EDF          ;EDF group       ;Allemagne                     ;Germany                    ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   280.879            ;GWh   ;Nette                    ;Net
344 ; 2019 ;Groupe EDF          ;EDF group       ;Belgique                      ;Belgium                    ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   408.410352         ;GWh   ;Nette                    ;Net
345 ; 2019 ;Groupe EDF          ;EDF group       ;Brésil                        ;Brazil                     ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   829.594            ;GWh   ;Nette                    ;Net
346 ; 2019 ;Groupe EDF          ;EDF group       ;Canada                        ;Canada                     ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;  1932.182            ;GWh   ;Nette                    ;Net
347 ; 2019 ;Groupe EDF          ;EDF group       ;République populaire de Chine ;People's Republic of China ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   244.039            ;GWh   ;Nette                    ;Net
348 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;  3230.9025686        ;GWh   ;Nette                    ;Net
349 ; 2019 ;Groupe EDF          ;EDF group       ;Grèce                         ;Greece                     ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   521.497            ;GWh   ;Nette                    ;Net
350 ; 2019 ;Groupe EDF          ;EDF group       ;Inde                          ;India                      ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   305.601            ;GWh   ;Nette                    ;Net
351 ; 2019 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   776.555065521      ;GWh   ;Nette                    ;Net
352 ; 2019 ;Groupe EDF          ;EDF group       ;Mexique                       ;Mexico                     ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   651.906            ;GWh   ;Nette                    ;Net
353 ; 2019 ;Groupe EDF          ;EDF group       ;Portugal                      ;Portugal                   ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   513.2              ;GWh   ;Nette                    ;Net
354 ; 2019 ;Groupe EDF          ;EDF group       ;Turquie                       ;Turkey                     ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   749.158            ;GWh   ;Nette                    ;Net
355 ; 2019 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;  2046.99             ;GWh   ;Nette                    ;Net
356 ; 2019 ;Groupe EDF          ;EDF group       ;États-Unis                    ;United States of America   ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;  8951.568            ;GWh   ;Nette                    ;Net
357 ; 2019 ;Groupe EDF          ;EDF group       ;Chili                         ;Chile                      ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;   178.9              ;GWh   ;Nette                    ;Net
358 ; 2019 ;Groupe EDF          ;EDF group       ;Maroc                         ;Morocco                    ;Éolienne       ;Wind                     ;Électrique     ;Electric       ;    73.533            ;GWh   ;Nette                    ;Net
359 ; 2019 ;Groupe EDF          ;EDF group       ;Belgique                      ;Belgium                    ;Solaire        ;Solar                    ;Électrique     ;Electric       ;     1.081684293      ;GWh   ;Nette                    ;Net
360 ; 2019 ;Groupe EDF          ;EDF group       ;Brésil                        ;Brazil                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   415.5              ;GWh   ;Nette                    ;Net
361 ; 2019 ;Groupe EDF          ;EDF group       ;Canada                        ;Canada                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;    58.3817539074     ;GWh   ;Nette                    ;Net
362 ; 2019 ;Groupe EDF          ;EDF group       ;République populaire de Chine ;People's Republic of China ;Solaire        ;Solar                    ;Électrique     ;Electric       ;    93.16             ;GWh   ;Nette                    ;Net
363 ; 2019 ;Groupe EDF          ;EDF group       ;Espagne                       ;Spain                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;     0.14995888605    ;GWh   ;Nette                    ;Net
364 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   260.210142955      ;GWh   ;Nette                    ;Net
365 ; 2019 ;Groupe EDF          ;EDF group       ;Grèce                         ;Greece                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;    18.645            ;GWh   ;Nette                    ;Net
366 ; 2019 ;Groupe EDF          ;EDF group       ;Inde                          ;India                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   169.427            ;GWh   ;Nette                    ;Net
367 ; 2019 ;Groupe EDF          ;EDF group       ;Israël                        ;Israel                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   398.586            ;GWh   ;Nette                    ;Net
368 ; 2019 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   108.838322324      ;GWh   ;Nette                    ;Net
369 ; 2019 ;Groupe EDF          ;EDF group       ;Mexique                       ;Mexico                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   122.161            ;GWh   ;Nette                    ;Net
370 ; 2019 ;Groupe EDF          ;EDF group       ;Turquie                       ;Turkey                     ;Solaire        ;Solar                    ;Électrique     ;Electric       ;     5.6              ;GWh   ;Nette                    ;Net
371 ; 2019 ;Groupe EDF          ;EDF group       ;États-Unis                    ;United States of America   ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   418.635            ;GWh   ;Nette                    ;Net
372 ; 2019 ;Groupe EDF          ;EDF group       ;Chili                         ;Chile                      ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   281.9              ;GWh   ;Nette                    ;Net
373 ; 2019 ;Groupe EDF          ;EDF group       ;Émirats arabes unis           ;United Arab Emirates       ;Solaire        ;Solar                    ;Électrique     ;Electric       ;   134.1              ;GWh   ;Nette                    ;Net
374 ; 2019 ;Groupe EDF          ;EDF group       ;Autres pays                   ;Various countries          ;Solaire        ;Solar                    ;Électrique     ;Electric       ;    47.3              ;GWh   ;Nette                    ;Net
375 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Géothermie     ;Geothermal               ;Électrique     ;Electric       ;     3.714016         ;GWh   ;Nette                    ;Net
376 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Biomasse       ;Biomass                  ;Électrique     ;Electric       ;  1044.1894516        ;GWh   ;Nette                    ;Net
377 ; 2019 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Biomasse       ;Biomass                  ;Électrique     ;Electric       ;    28.4099438        ;GWh   ;Nette                    ;Net
378 ; 2019 ;Groupe EDF          ;EDF group       ;États-Unis                    ;United States of America   ;Biomasse       ;Biomass                  ;Électrique     ;Electric       ;   180.826            ;GWh   ;Nette                    ;Net
379 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Énergie marine ;Marine energy            ;Électrique     ;Electric       ;   531.652            ;GWh   ;Nette                    ;Net
380 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Divers         ;Various                  ;Électrique     ;Electric       ;   264.5941482        ;GWh   ;Nette                    ;Net
381 ; 2019 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Divers         ;Various                  ;Électrique     ;Electric       ;    32.4342835        ;GWh   ;Nette                    ;Net
382 ; 2019 ;Groupe EDF          ;EDF group       ;Pologne                       ;Poland                     ;Divers         ;Various                  ;Électrique     ;Electric       ;    97.9771784        ;GWh   ;Nette                    ;Net
383 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Charbon        ;Coal                     ;Chaleur        ;Heat           ;    94.1075016        ;GWh   ;Nette                    ;Net
384 ; 2019 ;Groupe EDF          ;EDF group       ;Pologne                       ;Poland                     ;Charbon        ;Coal                     ;Chaleur        ;Heat           ;   886.866425866      ;GWh   ;Nette                    ;Net
385 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Fioul          ;Fioul                    ;Chaleur        ;Heat           ;   266.7828342        ;GWh   ;Nette                    ;Net
386 ; 2019 ;Groupe EDF          ;EDF group       ;Belgique                      ;Belgium                    ;Gaz            ;Gas                      ;Chaleur        ;Heat           ;    44.576756627      ;GWh   ;Nette                    ;Net
387 ; 2019 ;Groupe EDF          ;EDF group       ;Espagne                       ;Spain                      ;Gaz            ;Gas                      ;Chaleur        ;Heat           ;    20.4557295        ;GWh   ;Nette                    ;Net
388 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Gaz            ;Gas                      ;Chaleur        ;Heat           ; 14395.6913996        ;GWh   ;Nette                    ;Net
389 ; 2019 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Gaz            ;Gas                      ;Chaleur        ;Heat           ;  2826.82207372       ;GWh   ;Nette                    ;Net
390 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Divers         ;Various                  ;Chaleur        ;Heat           ;  3069.10743          ;GWh   ;Nette                    ;Net
391 ; 2019 ;Groupe EDF          ;EDF group       ;Pologne                       ;Poland                     ;Divers         ;Various                  ;Chaleur        ;Heat           ;   185.5695914        ;GWh   ;Nette                    ;Net
392 ; 2019 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Divers         ;Various                  ;Chaleur        ;Heat           ;     1.5710568        ;GWh   ;Nette                    ;Net
393 ; 2019 ;Groupe EDF          ;EDF group       ;France                        ;France                     ;Autres ENR     ;Other Renewable Energies ;Chaleur        ;Heat           ;  8479.3125536        ;GWh   ;Nette                    ;Net
394 ; 2019 ;Groupe EDF          ;EDF group       ;Italie                        ;Italy                      ;Autres ENR     ;Other Renewable Energies ;Chaleur        ;Heat           ;    28.6201900939     ;GWh   ;Nette                    ;Net
395 ; 2019 ;Groupe EDF          ;EDF group       ;Royaume-Uni                   ;United Kingdom             ;Autres ENR     ;Other Renewable Energies ;Chaleur        ;Heat           ;     1.5710568        ;GWh   ;Nette                    ;Net
